,id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet,,,,,,,,,,
13,1.36087E+18,Andres,,"Antifascista sempre.No razzismo.No antivax.No cattotalebani. No esclusione, ma accoglienza.",2014-02-01 20:34,3954,3243,78084,FALSE,2021-02-14 8:44,"@FurioGarbagnati @HuffPostItalia Ah, e io che pensavo fosse
un po' Pillon, un po' Formigoni, un po' Adinolfi, e inv??https://t.co/Xhl4iEU8o2",,Twitter for Android,0,0,FALSE,,,,,,,,,,
14,1.36087E+18,Catherine Davies,,"Historian, Zurich. Book on the panics of 1873. Now working on feminism, sexual violence and the Rechtsstaat in West Germany.
https://t.co/sGAjfVnkfc??,2011-01-19 10:07:12,813,1315,9206,False,2021-02-14 08:44:33,?ûDie Landesregierung l√§sst die M√∂glichkeit"," sich mit einer fr√ºhen Bestellung bei Moderna eine fr√ºhe Lieferung zu si??https://t.co/1guygr95yn""",,Twitter Web App,0,0,FALSE,,,,,,,,,,,,,,,,
15,1.36087E+18,Ana,,fecha de nacimiento : febrero 1974,2014-08-19 22:34,3864,3866,73648,FALSE,2021-02-14 8:44,"@Koldo_CF Eso es para la gente moderna ... q les da por parejas veintea√±eras, para rejuvenecerse. Yo acepto bien mi??https://t.co/3Alby1bvy1",,Twitter for iPhone,0,1,FALSE,,,,,,,,,,
16,1.36087E+18,Haba.Tar?á™?á∏,Spain,Espa√±ol ojipl√°tico con lo que ocurre en mi pa√≠s y en el resto de mi planeta...,2014-12-12 23:40,5730,5013,81749,FALSE,2021-02-14 8:44,Tenemos al dictador m√°s guapo de la historia moderna... https://t.co/VCERXjGqzw,,Twitter for Android,0,0,FALSE,,,,,,,,,,
17,1.36087E+18,Rodrigo S. Mac√™do,"Cruz das Almas, Bahia",#NAME?,2020-01-10 23:07,126,1602,17449,FALSE,2021-02-14 8:43,@giuwla Das contradi√ß√µes da vida moderna!,,Twitter for Android,0,0,FALSE,,,,,,,,,,
18,1.36087E+18,Camino Prada,Le√≥n,"Lic. en Medicina por @uva_es. Doctora por @unileon (MD, PhD). Dermat√≥loga en @sacyl. Acad√©mico Corresponsal de la @RealCirugia. Colaboradora Honor√≠fica @uva_es",2010-07-15 19:20,482,339,1429,FALSE,2021-02-14 8:43,Primera dosis recibida! ?ôè?í™#yosimevacuno #Moderna  @Calidad_CAULE @Salud_JCYL https://t.co/WY7WpWc8Pz,"['yosimevacuno', 'Moderna']",Twitter for Android,0,1,FALSE,,,,,,,,,,
19,1.36087E+18,Dover63,,Simplement citoyen.,2020-05-31 15:51,1217,1042,16861,FALSE,2021-02-14 8:43,Le lien entre les vaccins Pfizer et Moderna et des troubles sanguins potentiellement mortels https://t.co/dQcq9rdIEs,,Twitter for Android,3,2,FALSE,,,,,,,,,,
20,1.36087E+18,CNBC Make It,,"Get smarter about how you earn, save and spend your money with the latest from CNBC Make It.",2012-03-04 16:33,59782,274,1662,TRUE,2021-02-14 8:43,What you need to know about the Covid vaccines: From Johnson &amp; Johnson's single-dose to Moderna's booster https://t.co/jlB7TObFnC,,Echobox,2,0,FALSE,,,,,,,,,,
21,1.36087E+18,Fabio Hasler,"Zurich, Switzerland",Immunologist currently working on #SARS_CoV_2 neutralisation assays. Minarchist. Likes (too) many things. Board @reat_ch @upschweiz. #VaccinesWork #NoCovid,2012-11-21 18:27,1106,398,21940,FALSE,2021-02-14 8:43,"@MartinCJanssen Nat√ºrlich wissen wir es. Die Studien von Moderna und Co. laufen weiter, seit bald einem Jahr.",,Twitter for Android,0,0,FALSE,,,,,,,,,,
22,1.36087E+18,Defensa Fiscal,Mx 5576029533,"Asesor√≠a y defensa en materia fiscal
afiscalistas@gmail.com",2014-08-02 20:33,850,1011,115,FALSE,2021-02-14 8:42,"A prop√≥sito del #DiaMundialDeLaRadio, recuperamos esta cr√≥nica de @hdemauleon:

?úTerminaba 1923 y una antena entre??https://t.co/CA3y5pyakz",['DiaMundialDeLaRadio'],IFTTT,0,0,FALSE,,,,,,,,,,
23,1.36087E+18,Frank Savadera,"Cagayan de Oro City, PHILS","A Filipino Jesuit tweeting about life, organizations, leadership, spirituality, religion, diversity, equity & inclusion.",2014-07-05 5:25,3318,3973,14937,FALSE,2021-02-14 8:42,Pfizer and Moderna have enrolled children 12 and older in clinical trials of their vaccines and hope to have result??https://t.co/GA23eE7t5T,,Twitter Web App,0,0,FALSE,,,,,,,,,,
24,1.36087E+18,Kwisatz Haderach,Sweden,,2020-10-27 7:18,33,360,8464,FALSE,2021-02-14 8:41,"@s_sotysek @gamloong @HowardADavid1 @ZandbergRAZEM Szkoda, ≈ºe firmy prywatne zarabiajƒÖ dziƒôki badaniom za pieniƒÖdze??https://t.co/ovofGY3cQM",,Twitter for iPhone,0,0,FALSE,,,,,,,,,,
25,1.36087E+18,Dustb,paris,"Quelque part, coinc√© entre la r√©putation des vendeurs d?ôarmes et de drogue. #StandWithScience #JeMeFeraiVacciner",2011-07-23 22:01,263,350,13605,FALSE,2021-02-14 8:41,"@k7bon @Fraslin √áa y ressemblait beaucoup pourtant ?òâ
Apr√®s, plus ou moins risqu√© n?ôa pas de sens. Qui aurait pens√©??https://t.co/VdlicfdnJk",,Twitter for iPad,0,0,FALSE,,,,,,,,,,
26,1.36087E+18,It?ôs not that difficult to wear a mask.,"Virginia, USA","Husband, father, and retired Air Force officer. CFO at Harmless Publishing. Connoisseur of fine wines. Purveyor of fresh fruiits & vegetables.",2013-07-21 14:18,623,1035,14870,FALSE,2021-02-14 8:39,@larainenewman My parents &amp; brother have have both of the moderna shots &amp; are doing fine!,,Twitter for iPad,0,0,FALSE,,,,,,,,,,
27,1.36087E+18,Miss Bennet,,"Acabo con zombis entre el frufr√∫ de la seda. Fan del Sr. Darcy, P√©rez-Reverte y Tony Stark. De Lamarr y la Latina. Liberal desde la pluma de Jane.",2020-03-12 17:24,14095,1353,85937,FALSE,2021-02-14 8:39,"@Nerealiza1 @elbarroquista @emily_habsburg Qu√© verg√ºenza, Nerea, pero qu√© verg√ºenza infinita... Voy a tener que tir??https://t.co/xsnJOUGRsQ",,Twitter Web App,0,4,FALSE,,,,,,,,,,
28,1.36087E+18,Testato e Approvato,Italia,#Amazon #deal #Sconti #Affari #promozioni #codici #code #amazon.it #errori #prezzo #ribasso #discount #italy #italia #facebook #twitter #blackfriday #rispamio,2016-12-20 15:29,66,50,7,FALSE,2021-02-14 8:38,"Piushopping Scrivania in Legno Moderna, per Ufficio e Cameretta, Salvaspazio Rovere ??120x60x76h

?ÇÔ∏èCODISCOAMZ

Da??https://t.co/yGJOOfgnSV",,Twitter Web App,0,0,FALSE,,,,,,,,,,
29,1.36087E+18,Jay Petrichor,,"they/them born in the late 1900s
??Creative Cripple ??ChristoPagan ??buy me a clue? tip me? ‚§µÔ∏è",2020-11-23 23:41,4,21,97,FALSE,2021-02-14 8:36,"in fact the firefighter said he ""got the good one"" meaning not Moderna #covidvaccine. ?†Ô∏è everyone in my farm that g??https://t.co/IucynghGvo",['covidvaccine'],Twitter for Android,0,0,FALSE,,,,,,,,,,
30,1.36087E+18,Jay Petrichor,,"they/them born in the late 1900s
??Creative Cripple ??ChristoPagan ??buy me a clue? tip me? ‚§µÔ∏è",2020-11-23 23:41,4,21,97,FALSE,2021-02-14 8:36,update on the delayed reaction to the #covidvaccine. the swelling is going away slowly. I am still exhausted and no??https://t.co/IoydGuPVUV,['covidvaccine'],Twitter for Android,0,0,FALSE,,,,,,,,,,
31,1.36087E+18,Ivar  Argaed,Asgard,"Christian,Trump supporter.Revolt against tyrants is obedience of God! EUSSR satanic empire will be destroyed and European nations will be free from NWO slavery!",2011-09-02 7:46,112,946,25019,FALSE,2021-02-14 8:35,"@juriskazha @Eriks_the_Great @MyronGainezzz Islamistu bandas Zviedrija kontrole simtiem anklavu! Malme, Geteborga ,??https://t.co/NY2WbJ8mp5",,Twitter for iPhone,0,0,FALSE,,,,,,,,,,
32,1.36087E+18,Repetto,"221b baker street, Moderdonia","Y sin embargo un rato cada d√≠a, ya ves. Non plus turra!",2012-02-19 18:25,182,217,6819,FALSE,2021-02-14 8:35,"Ciberespacio es una palabra que intentando ser moderna, se ha quedado en los 80",,Twitter for iPhone,0,0,FALSE,,,,,,,,,,
33,1.36087E+18,St√©phane Bussard,"Geneva, Switzerland","International Geneva correspondent, author of book #Trump, De la d√©magogie en Am√©rique, ex-US correspondent, expert on US, Iran, Italy, Germany, UN, Disarmament",2011-02-23 10:55,2083,1464,1482,FALSE,2021-02-14 8:35,"??SuerieMoon, ci-directrice du #GHC Global Gealth Centre au Graduate Institute ??IHEID??le souligne: Moderna aurait??https://t.co/QLhtrcW995",['GHC'],Twitter for iPhone,0,0,FALSE,,,,,,,,,,
34,1.36087E+18,Cristina,United States,Citizen with opinions,2012-11-09 0:25,4,18,338,FALSE,2021-02-14 8:34,@jbxnyse @KOelke @jaketapper Yes he did fund operation warp speed that created the Pfizer (not Moderna) vaccine but??https://t.co/EHW8EVsjgI,,Twitter for iPhone,0,0,FALSE,,,,,,,,,,
35,1.36087E+18,Lollipop Jones,,Clearly I have no idea what's going on! #Repealedthe8th,2012-11-08 7:34,22,332,6794,FALSE,2021-02-14 8:34,Why is it taking so long to roll out the vaccine? #COVID19 #COVID19ireland #vaccine #vaccinerolloutIreland #Pfizer??https://t.co/imJHCl4cEo,"['COVID19', 'COVID19ireland', 'vaccine', 'vaccinerolloutIreland', 'Pfizer']",Twitter for iPhone,0,0,FALSE,,,,,,,,,,
36,1.36087E+18,"Nick Tiller, Ph.D.","Los Angeles, CA","Author, 'The Skeptic's Guide to Sports Science'. Postdoc in exercise physiology & respiratory medicine @HarborUCLA. Ultramarathon runner. Skeptical activist.",2010-09-19 16:40,980,236,2136,FALSE,2021-02-14 8:34,New in @JAMA_current assessing risk of #anaphylaxis from 17 million #COVID19 #vaccinations. About 1/4 of 66 occurre??https://t.co/LVd0muPOPU,"['anaphylaxis', 'COVID19', 'vaccinations']",Twitter Web App,0,0,FALSE,,,,,,,,,,
37,1.36087E+18,P.-E. Baudoux,"Paris, France","Miltant @CFECGC 
Conseiller National @lesRepublicains √† #Paris11
#DatiPourParis",2009-12-08 0:06,997,2004,37231,FALSE,2021-02-14 8:34,@Matricule01 #AstraZeneca est un vaccin de facture plus classique que #PfizerVaccine et #Moderna. Peut-√™tre que la??https://t.co/KwKcatFhLr,"['AstraZeneca', 'PfizerVaccine', 'Moderna']",Twitter for Android,0,0,FALSE,,,,,,,,,,
38,1.36087E+18,NEWS 24/7,Athens,Œ£?Œø Œ∫Œ≠ŒΩ??Œø ?Œ∑? ŒµŒΩŒ∑ŒºŒ≠???Œ∑?.,2009-01-21 11:28,129734,424,43,FALSE,2021-02-14 8:33,???ŒπŒ±ŒªŒø?: ?ŒªŒ¨?Œπ??Œ∑ Œ∑ ?ŒπŒ∏Œ±ŒΩ??Œ∑?Œ± Œ±ŒΩŒ±??ŒªŒ±ŒæŒØŒ±? Œ±?? ?Œ± ŒµŒºŒ≤?ŒªŒπŒ± PfiZer Œ∫Œ±Œπ Moderna https://t.co/z5PVL90dlT,,dlvr.it,0,2,FALSE,,,,,,,,,,
39,1.36087E+18,Brian Cheng,"New Taipei City, Taiwan","Green earth keeping on! # a liberalist # work in life-science industry # belief in truth and evidence, stay in Taipei ,Taiwan",2020-03-25 14:46,68,139,357,FALSE,2021-02-14 8:33,"@yehaoqin For lots of countries, the cold chain of -70 C is so difficult to adopt Phizer-BNT, even Moderna of -20C??https://t.co/EAB7FxQaKy",,Twitter for iPhone,0,1,FALSE,,,,,,,,,,
40,1.36087E+18,"Kelly Martin Speaks (same on GAB, MeWe & Parler)","Gloucester, England","Author | #MentalHealth Blogger & podcaster | Follow Me At Back-up account @KMSpeaksFree | On BrandNewTube, Parler & MeWe, GAB as ?òKellyMartinSpeaks??,2011-12-03 11:47:04,11128,12078,29940,False,2021-02-14 08:33:24,@CJanimate @AAirsick @CarolineCoramUK @moderna_tx @delbigtree @HighWireTalk We?ôre in U.K. I?ôll be adding it to yellow card if I?ôm able,,Twitter Web App,0,0,False
41,1360869629116248067,Lidovky.cz,Prague"," Czech rep.""",Zpravodajsk√Ω server https://t.co/XPxlV9qcs6.,2009-06-10 12:59,79092,210,5742,TRUE,2021-02-14 8:32,"ƒåesk√° spoleƒçnost Avenier rozv√°≈æ√≠ po republice vakc√≠ny proti nemoci covid-19 vyroben√© americkou firmou Moderna, od p??https://t.co/rYsMxf1iZt",,Twitter Web App,0,1,FALSE,,,,,,,,
42,1.36087E+18,Valeurs Vertes,Paris,"Fond√© en 1992, @ValeursVertes est un bimestriel ind√©pendant qui traite du d√©veloppement durable et de l'environnement.",2010-03-01 16:00,1603,1392,98,FALSE,2021-02-14 8:32,"# Cyberattaques a l?ôheure du Covid m√™me les labos en sont victimes
A lire https://t.co/dww2WDzgMB",,LinkedIn,0,0,FALSE,,,,,,,,,,
43,1.36087E+18,GasTor85 ?§üíúüá™üá?Elche CITY,Rojito..Ateillo..Antitaurinos..,2018-12-05 9:53,424,702,26357,FALSE,2021-02-14 8:32,@revistamongolia Pues yo me lo estoy pensando eh...a ver si me cae la pfizer o moderna..?§î,,Twitter for Android,0,1,FALSE,,,,,,,,,,,
44,1.36087E+18,macadamia man,In awe of some people's nerve.,"""There's no glass ceiling.... just a thick layer of men"" -  Helen Clarke, former Prime Minister of NZ, 2018.",2012-10-30 21:02,227,861,6848,FALSE,2021-02-14 8:31,@jilltomlinson @adam_voigt Mass Vaccination 101. Please stop treating me like a child. We are *still* relying on ph??https://t.co/Bmw5JeKgpJ,,Twitter for iPad,0,0,FALSE,,,,,,,,,,
45,1.36087E+18,George Pantool,Greece,Provocative Visual artist and news feeder. You can read my news at https://t.co/BrQVJFcPyn and if you are a rocker https://t.co/ZbFadmsejJ,2009-02-24 15:57,553,1288,980,FALSE,2021-02-14 8:31,"???ŒπŒ±ŒªŒø?: ??ŒªŒπ? 0,000377% Œ∑ ?ŒπŒ∏Œ±ŒΩ??Œ∑?Œ± ŒµŒº?Œ¨ŒΩŒπ?Œ∑? Œ±ŒΩŒ±??ŒªŒ±ŒæŒØŒ±? Œ±?? ?Œ± ŒµŒºŒ≤?ŒªŒπŒ± Pfizer Œ∫Œ±Œπ Moderna |¬†??https://t.co/BXXzmBQROU",,WordPress.com,0,0,FALSE,,,,,,,,,,
46,1.36087E+18,Newsmag,Greece,,2016-12-29 18:01,113,473,2,FALSE,2021-02-14 8:31,"???ŒπŒ±ŒªŒø?: ??ŒªŒπ? 0,000377% Œ∑ ?ŒπŒ∏Œ±ŒΩ??Œ∑?Œ± ŒµŒº?Œ¨ŒΩŒπ?Œ∑? Œ±ŒΩŒ±??ŒªŒ±ŒæŒØŒ±? Œ±?? ?Œ± ŒµŒºŒ≤?ŒªŒπŒ± Pfizer Œ∫Œ±Œπ Moderna |¬†??https://t.co/SHrp1HK2AU",,WordPress.com,0,0,FALSE,,,,,,,,,,
47,1.36087E+18,Fran,"C√≥rdoba, Espa√±a","Andaluc√≠a y d√©jate de pegos.

De vez en cuando llevo una c√°mara conmigo.

?ì∑: @bonitaeremare",2012-06-10 10:05,1165,402,43928,FALSE,2021-02-14 8:30,"¬øPor qu√© la gente sigue diciendo que en √©poca Moderna la sociedad era estamental y cerrada? Porque la Historia se ense√±a mal. 

Punto.",,Twitter for Android,0,4,FALSE,,,,,,,,,,
48,1.36087E+18,????–∫–æ–µ ?–≥–µ–Ω???–≤–æ ?–æ–≤–æ??–µ–π (????),,????–∫–æ–µ ?–≥–µ–Ω???–≤–æ ?–æ–≤–æ??–µ–π - –≤?–µ–≥–¥–∞ ?–µ??–Ω?–µ –Ω–æ–≤–æ??–∏!,2017-11-09 14:34,370,0,0,FALSE,2021-02-14 8:30,"??????? ?? ???????????? Pfizer ? Moderna - ???????? ??????!

??????????? ????????(???????? ?? ?????? ????????) ??????https://t.co/cCuvDiAr08",,NovaPress Publisher,0,0,FALSE,,,,,,,,,,
49,1.36087E+18,Cristina,United States,Citizen with opinions,2012-11-09 0:25,4,18,338,FALSE,2021-02-14 8:30,@eric_stutzman5 @KOelke @jaketapper You mean he funded Operation warp speed that funded the scientist to create the??https://t.co/jIK4qhBPt9,,Twitter for iPhone,0,0,FALSE,,,,,,,,,,
50,1.36087E+18,Amore Coupon,Italia,"Costa troppo? Riducigli il prezzo! Con noi tanti coupon e offerte!
Puoi trovarci anche su: https://t.co/IxLVSk5veb
https://t.co/L6dE40VusK",2018-10-01 7:02,726,1307,407,FALSE,2021-02-14 8:30,"#14febbraio
?òéCOUPON AMAZON?òé: 
?ëâ Piushopping Scrivania in Legno Moderna, per Ufficio e Cameretta, Salvaspazio Rovere??https://t.co/Z5cjDkojrP",['14febbraio'],couponofferte,0,0,FALSE,,,,,,,,,,
51,1.36087E+18,Sapiens.cat,Catalunya,Ara m√©s que mai necessitem preservar i difondre la nostra hist√≤ria. SUBSCRIU-T?ôHI! https://t.co/dylfGt5trk,2010-01-25 12:45,38995,620,2057,FALSE,2021-02-14 8:30,"""Recogiendo la referida Cabeza sin publicidad..."" #taldiacomavui de 1727 es treia el cap del general Moragues de la??https://t.co/CKdPbz1jTi",['taldiacomavui'],TweetDeck,1,2,FALSE,,,,,,,,,,
52,1.36087E+18,SoHeila,"K√∂ln, Deutschland",,2017-01-04 12:28,384,432,22906,FALSE,2021-02-14 8:29,Der sog. Impfstoff von BioNTech u Moderna hat 1 bedingte(vorl√§ufige Zulassung)nach der Verordnung(EG)Nr. 726/2004 z??https://t.co/AXXMhkgZmj,,Twitter for Android,1,0,FALSE,,,,,,,,,,
53,1.36087E+18,Alejandra Solo,"Mairena del Aljarafe, Espa√±a",,2016-11-30 15:56,10,19,1,FALSE,2021-02-14 8:29,En esta moderna casa contemplar√°s las sequoias canadienses sin moverte del sal√≥n https://t.co/ril68SLSle https://t.co/rIOLivhIdG,,dlvr.it,0,0,FALSE,,,,,,,,,,
54,1.36087E+18,XM Market News,,"Multi-regulated global broker with over 2.5M clients, offering forex and CFD trading on 1000+ instruments. #SZTRADE",2019-06-11 9:26,85,15,0,FALSE,2021-02-14 8:29,"Moderna says U.S. bought 100 million more doses of COVID-19 vaccine

Moderna Inc. said late Thursday the U.S. gover??https://t.co/OU6rD6xjwx",,IFTTT,0,0,FALSE,,,,,,,,,,
55,1.36087E+18,Revolution,Roma,"Salvo complicanze, sempre.",2011-11-29 17:36,2226,5003,45571,FALSE,2021-02-14 8:29,@politicadonna @LucaBizzarri Moderna ?,,Twitter Web App,0,0,FALSE,,,,,,,,,,
56,1.36087E+18,Silandel,,"No dejes para ma√±ana lo que puedas hacer hoy
Instagram @silandel",2012-01-29 10:11,169,660,3368,FALSE,2021-02-14 8:29,Oh! Quina sorpresa...  en un pais qu√® es creu el bressol de la democr√†cia moderna amb nom√©s dos partits a les insti??https://t.co/n0wOiaKhB3,,Twitter for Android,0,0,FALSE,,,,,,,,,,
57,1.36087E+18,fornuften22,,,2016-07-11 15:24,119,109,8064,FALSE,2021-02-14 8:29,Vaksineproduksjon i Schweiz skaffer mange nye arbeidsplasser. Og st√∏rre produksjon av Moderna-vaksinen betyr ogs√• s??https://t.co/kgovfCQJss,,Twitter Web App,0,0,FALSE,,,,,,,,,,
58,1.36087E+18,Giordano J. Sosa,"Washington, DC",Pediatric Resident (PGY-2) at Children's National Hospital ?êª Salvadore√±o / Washington DC.,2009-07-03 0:13,1376,688,1623,FALSE,2021-02-14 8:28,"Qu√© significan estos n√∫meros? Pues que por cada MILL√ìN de vacunas de Pfizer-BioNTech aplicadas, se han observado me??https://t.co/x8exYVe3GS",,Twitter for iPhone,0,0,FALSE,,,,,,,,,,
59,1.36087E+18,Leslie Thor√©n,,I bokstavsordning: aktier bowling fotboll musik politik solsken,2019-02-15 19:24,57,97,2931,FALSE,2021-02-14 8:27,@SpAraMustafa Moderna frysar har tv√• fack f√∂r Covidvaccin som skall f√∂rvaras kallt. Visste du inte det?,,Twitter Web App,0,0,FALSE,,,,,,,,,,
60,1.36087E+18,eli,,,2009-05-13 22:27,97,912,1985,FALSE,2021-02-14 8:27,@mrstevenjones1 @Steven_Swinford @Coronavirusgoo1 @fact_covid @andrew_lilico @andrew_croxford @sailorrooscout how about the moderna?,,Twitter Web App,0,0,FALSE,,,,,,,,,,
61,1.36087E+18,okbuddyretard,,Mirroring posts from r/okbuddyretard,2019-05-03 15:41,931,0,7,FALSE,2021-02-14 8:27,Moderna SARS-OKBR-19 vaccine https://t.co/Rwr655Knrw,,IFTTT,0,2,FALSE,,,,,,,,,,
62,1.36087E+18,lacabrapalmonte,galegocatalana,"roja, maricona y payasa?îªescribo juego de roles
https://t.co/8rY4uMlfqB",2013-06-24 10:29,2926,266,41065,FALSE,2021-02-14 8:27,Mery muy moderna muy mona pero en peto no vengas #Luimelia3x05,['Luimelia3x05'],Twitter for iPhone,1,8,FALSE,,,,,,,,,,
63,1.36087E+18,JT, ?áø?áº ,Drug dealer (with a licence),2010-04-23 14:01,87,288,397,FALSE,2021-02-14 8:27,@nickmangwana Moderna,,Twitter Web App,0,0,FALSE,,,,,,,,,,
64,1.36087E+18,EmmanuelP,,S'√©veillant,2020-10-15 13:38,42,30,2210,FALSE,2021-02-14 8:26,"@EChabriere Oui
Compte bloqu√© hier pour avoir parl√© Ivermectine

Donc 1 j de retard, d√©sormais 1 533 morts officiel??https://t.co/2oDtMYZzTG",,Twitter Web App,0,0,FALSE,,,,,,,,,,
65,1.36087E+18,Laura Correa,"Santa Ana, CA",Dog Lover ??Travel Seeker ??Wine Enthusiast ??Concert Addict ??Rams/Lakers/Dodgers Fan ??Adrenaline Junkie,2011-07-17 17:42,76,141,4344,FALSE,2021-02-14 8:26,"1st dose: sore arm 

2nd dose: 101.4F temp, chills, body aches, and headache. This is a good sign that my immune sy??https://t.co/8ufZoz38bv",,Twitter for iPhone,0,0,FALSE,,,,,,,,,,
66,1.36087E+18,fornuften22,,,2016-07-11 15:24,119,109,8064,FALSE,2021-02-14 8:25,"Wie Lonza Visp auf den Kopf stellte
Weltbekannt wurde Lonza durch die Zusammenarbeit mit Moderna. Im Wallis pr√§gt d??https://t.co/VivhfqwAyH",,Twitter Web App,0,0,FALSE,,,,,,,,,,
